id_anime;anime_name;anime_score;studioname;genre;themes;demographic;rating
301;Cinderella Boy;6.3;Magic Bus;Action, Adventure, Comedy, Mystery;Magical Sex Shift;Seinen;PG-13 - Teens 13 or older
1837;Sumeba Miyako no Cosmos-sou Suttoko Taisen Dokkoida;6.78;ufotable;Action, Adventure, Comedy, Sci-Fi;Parody;Shounen;PG-13 - Teens 13 or older
1617;Massugu ni Ikou.;6.4;Yumeta Company;Comedy, Romance, Slice of Life;Pets;Josei;PG - Children
