id_anime;anime_name;anime_score;studioname;genre;themes;demographic;rating
419;Samurai Deeper Kyou;6.9;Studio Deen;Adventure, Comedy, Supernatural;Historical, Samurai;Shounen;PG-13 - Teens 13 or older
296;Dragon Drive;6.69;Madhouse;Action, Adventure, Comedy, Fantasy, Sci-Fi;School;Shounen;PG - Children
1628;Maou Dante;5.99;Magic Bus;Action, Horror, Supernatural;Mythology;Shounen;R - 17+ (violence & profanity)
980;Rikujou Bouei-tai Mao-chan;6.3;Xebec;Comedy, Sci-Fi;Military;Kids;G - All Ages
