id_anime;anime_name;anime_score;studioname;genre;themes;demographic;rating
3002;Gyakkyou Burai Kaiji: Ultimate Survivor;8.28;Madhouse;Suspense;Adult Cast, High Stakes Game, Psychological, Strategy Game;Seinen;R - 17+ (violence & profanity)
2923;Shugo Chara!;7.4;Satelight;Comedy;Mahou Shoujo, School;Shoujo;PG - Children
2963;Minami-ke;7.66;Daume;Comedy, Slice of Life;CGDCT, School;Seinen;PG-13 - Teens 13 or older
2986;Bamboo Blade;7.31;AIC ASTA;Comedy, Sports;Combat Sports, School;Seinen;PG-13 - Teens 13 or older
2508;Genshiken 2;7.75;Arms;Comedy, Slice of Life;Parody;Seinen;R - 17+ (violence & profanity)
3001;Moyashimon;7.56;Telecom Animation Film;Comedy, Gourmet, Supernatural;Anthropomorphic, School;Seinen;PG-13 - Teens 13 or older
2985;Majin Tantei Nougami Neuro;7.59;Madhouse;Comedy, Mystery, Supernatural;Detective, Mythology;Shounen;R - 17+ (violence & profanity)
id_anime;anime_name;anime_score;studioname;genre;themes;demographic;rating
3000;Taiho Shichau zo: Full Throttle;7.2;Studio Deen;Action, Comedy;Adult Cast, Detective, Workplace;Shounen;PG-13 - Teens 13 or older
