id_anime;anime_name;anime_score;studioname;genre;themes;demographic;rating
351;Ojamajo Doremi Sharp;7.42;Toei Animation;Comedy;Childcare;Shoujo;G - All Ages
783;Miami Guns;6.5;Group TAC;Comedy, Ecchi;Detective;Shounen;R - 17+ (violence & profanity)
4962;Rokumon Tengai Mon Colle Knights;6.53;Studio Deen;Adventure, Comedy, Fantasy;Parody;Kids;G - All Ages
