id_anime;anime_name;anime_score;studioname;genre;themes;demographic;rating
3588;Soul Eater;7.84;Bones;Action, Comedy, Fantasy;School;Shounen;PG-13 - Teens 13 or older
3455;To LOVE-Ru;6.99;Xebec;Comedy, Romance, Sci-Fi, Ecchi;Harem, School;Shounen;R+ - Mild Nudity
3457;Vampire Knight;6.89;Studio Deen;Drama, Mystery, Romance, Supernatural;Love Polygon, Vampire;Shoujo;PG-13 - Teens 13 or older
3470;Special A;7.51;Gonzo;Comedy, Romance;School;Shoujo;PG-13 - Teens 13 or older
3091;xxxHOLiC◆Kei;8.22;Production I.G;Comedy, Drama, Mystery, Supernatural;Psychological;Seinen;PG-13 - Teens 13 or older
3972;Yu☆Gi☆Oh! 5D's;7.43;Gallop;Action;Strategy Game;Shounen;PG-13 - Teens 13 or older
3841;Chi's Sweet Home;7.67;Madhouse;Comedy, Slice of Life;Pets;Seinen;G - All Ages
3359;Amatsuki;6.89;Studio Deen;Action, Fantasy, Supernatural;Historical, Mythology, Time Travel;Josei;PG-13 - Teens 13 or older
4039;Golgo 13 (TV);7.52;The Answer Studio;Action, Adventure, Drama, Suspense;Adult Cast;Seinen;R+ - Mild Nudity
3616;Kamen no Maid Guy;7;Madhouse;Action, Comedy, Ecchi;Super Power;Shounen;R+ - Mild Nudity
3615;Neo Angelique Abyss;6.81;Yumeta Company;Comedy, Fantasy, Romance;Reverse Harem;Shoujo;PG-13 - Teens 13 or older
id_anime;anime_name;anime_score;studioname;genre;themes;demographic;rating
4080;Kyou kara Maou! 3rd Series;7.75;Studio Deen;Adventure, Comedy, Fantasy;Isekai, Mythology;Shoujo;PG-13 - Teens 13 or older
3859;Top Secret: The Revelation;7.3;Madhouse;Mystery, Sci-Fi;Detective, Psychological;Shoujo;R+ - Mild Nudity
id_anime;anime_name;anime_score;studioname;genre;themes;demographic;rating
